ID,Claim Date,CarBrand,VehAge,DrivAge,Location,Claim Amt2,Age Criteria 
C3113090,05/02/23,TOYOTA,3,80,RYIADH,5955,60+ Aged
R3113098,06/05/23,NISSAN,13,29,DAMMAM,6529,28 to 33
D3113103,28/12/23,NISSAN,13,36,RYIADH,6240,34 to 44
F3113104,14/10/23,NISSAN,13,36,RYIADH,6244,34 to 44
H3113107,31/08/23,TOYOTA,9,46,RYIADH,6320,45 to 59
B3113109,09/08/23,TOYOTA,7,46,RYIADH,6892,45 to 59
C3113116,25/05/23,NISSAN,12,26,RYIADH,6862,23 to 27 
R3113118,04/06/23,BMW,2,24,RYIADH,6310,23 to 27 
D3113123,29/07/23,KIA,12,47,DAMMAM,5719,45 to 59
F3113125,28/02/23,BMW,4,78,RYIADH,5798,60+ Aged
H3113127,16/08/23,HYUNDAI,3,33,RYIADH,6354,28 to 33
B3113130,15/10/23,NISSAN,15,34,RYIADH,5517,34 to 44
C3113132,25/12/23,BMW,2,71,RYIADH,6684,60+ Aged
R3113134,11/06/23,BMW,2,30,DAMMAM,5708,28 to 33
D3113136,26/11/23,BMW,2,71,RYIADH,5765,60+ Aged
F3114185,01/03/23,KIA,1,29,RYIADH,6144,28 to 33
H3114186,09/05/23,KIA,1,29,RYIADH,5651,28 to 33
B3115356,30/08/23,BMW,5,42,RYIADH,5823,34 to 44
C3115357,29/11/23,BMW,5,42,RYIADH,6717,34 to 44
R3115443,07/08/23,BMW,10,72,RYIADH,6713,60+ Aged
D3115444,08/09/23,BMW,10,72,RYIADH,6604,60+ Aged
F3117040,18/12/23,BMW,17,26,RYIADH,1317,23 to 27 
H3117647,06/04/23,BMW,11,39,RYIADH,6590,34 to 44
B3117648,19/10/23,BMW,11,39,RYIADH,5967,34 to 44
C3119496,24/02/23,NISSAN,1,31,RYIADH,6434,28 to 33
R3124073,03/01/23,TOYOTA,3,35,RYIADH,5510,34 to 44
D3124120,26/06/23,NISSAN,12,57,RYIADH,6722,45 to 59
F3124186,15/10/23,NISSAN,16,57,RYIADH,6289,45 to 59
H3124188,24/09/23,BMW,8,30,RYIADH,6652,28 to 33
B3124190,20/03/23,BMW,14,30,RYIADH,5824,28 to 33
C3124192,30/11/23,KIA,13,41,RYIADH,6854,34 to 44
R3124194,29/08/23,KIA,7,41,RYIADH,6374,34 to 44
D3124196,13/02/23,HYUNDAI,8,55,RYIADH,6087,45 to 59
F3124199,15/08/23,BMW,8,43,RYIADH,5713,34 to 44
H3124203,05/04/23,TOYOTA,10,44,RYIADH,6885,34 to 44
B3124208,20/03/23,NISSAN,14,32,RYIADH,5828,28 to 33
C3124209,12/02/23,NISSAN,14,32,RYIADH,5766,28 to 33
R3124214,17/04/23,NISSAN,7,70,DAMMAM,5617,60+ Aged
D3124218,22/07/23,HYUNDAI,7,35,RYIADH,5581,34 to 44
F3124220,27/11/23,BMW,11,71,RYIADH,6136,60+ Aged
H3124227,04/02/23,HYUNDAI,12,57,RYIADH,5723,45 to 59
B3124232,30/12/23,NISSAN,7,25,DAMMAM,6338,23 to 27 
C3124235,07/06/23,NISSAN,14,41,RYIADH,5606,34 to 44
R3124239,17/02/23,KIA,5,47,RYIADH,6548,45 to 59
D3124242,02/12/23,HYUNDAI,2,32,RYIADH,5572,28 to 33
F3124243,11/06/23,HYUNDAI,2,32,RYIADH,6041,28 to 33
H3124245,06/02/23,HYUNDAI,17,55,RYIADH,6386,45 to 59
B3124248,13/02/23,KIA,7,68,RYIADH,6348,60+ Aged
C3124250,03/02/23,NISSAN,20,38,RYIADH,5772,34 to 44
R3124253,11/01/23,NISSAN,9,29,RYIADH,5811,28 to 33
D3124256,27/10/23,NISSAN,5,28,RYIADH,6886,28 to 33
F3124258,02/04/23,BMW,9,38,RYIADH,6865,34 to 44
H3124260,18/06/23,TOYOTA,20,44,RYIADH,5635,34 to 44
B3124264,14/02/23,TOYOTA,10,40,RYIADH,6715,34 to 44
C3124266,16/06/23,KIA,7,50,RYIADH,5565,45 to 59
R3124271,21/10/23,BMW,3,30,RYIADH,6135,28 to 33
D3124273,28/04/23,HYUNDAI,15,52,RYIADH,6553,45 to 59
F3124275,04/05/23,TOYOTA,10,44,RYIADH,1261,34 to 44
H3124276,22/01/23,TOYOTA,10,44,RYIADH,6229,34 to 44
B3124280,27/12/23,NISSAN,4,48,RYIADH,6290,45 to 59
C3124284,22/04/23,HYUNDAI,12,39,RYIADH,5807,34 to 44
R3124285,27/08/23,HYUNDAI,12,39,RYIADH,6811,34 to 44
D3124289,23/06/23,NISSAN,3,56,RYIADH,6728,45 to 59
F3124291,11/04/23,BMW,17,43,RYIADH,5904,34 to 44
H3124293,12/04/23,KIA,7,41,DAMMAM,5819,34 to 44
B3124296,16/05/23,NISSAN,5,56,DAMMAM,5625,45 to 59
C3124298,03/08/23,KIA,17,45,RYIADH,5934,45 to 59
R3124301,14/07/23,HYUNDAI,7,52,RYIADH,6198,45 to 59
D3124307,15/07/23,BMW,9,37,RYIADH,6787,34 to 44
F3124309,14/11/23,NISSAN,3,38,RYIADH,600,34 to 44
H3124318,20/07/23,NISSAN,6,83,JEDDAH,3406,60+ Aged
B3124320,02/06/23,NISSAN,7,22,DAMMAM,2115,18 to 22
C3124322,11/09/23,TOYOTA,5,38,RYIADH,2637,34 to 44
R3124323,29/10/23,TOYOTA,5,38,RYIADH,2461,34 to 44
D3124325,16/10/23,NISSAN,15,66,RYIADH,3151,60+ Aged
F3124329,06/08/23,NISSAN,15,44,RYIADH,2199,34 to 44
H3124330,20/04/23,NISSAN,15,44,RYIADH,2041,34 to 44
B3124333,04/04/23,NISSAN,9,45,RYIADH,3961,45 to 59
C3124334,19/03/23,NISSAN,9,45,RYIADH,3973,45 to 59
R3124336,06/03/23,NISSAN,6,67,RYIADH,2015,60+ Aged
D3124337,07/07/23,NISSAN,6,67,RYIADH,3067,60+ Aged
F3124343,09/10/23,NISSAN,11,32,RYIADH,2379,28 to 33
H3124344,27/04/23,NISSAN,11,32,RYIADH,3823,28 to 33
B3124346,17/08/23,NISSAN,10,47,RYIADH,1929,45 to 59
C3124347,22/05/23,NISSAN,10,47,RYIADH,3464,45 to 59
R3124348,15/05/23,NISSAN,10,47,RYIADH,2745,45 to 59
D3124350,26/06/23,NISSAN,11,51,RYIADH,2183,45 to 59
F3124351,17/01/23,NISSAN,15,51,RYIADH,3326,45 to 59
H3124356,23/02/23,NISSAN,6,44,RYIADH,1909,34 to 44
B3124360,19/08/23,HYUNDAI,19,27,RYIADH,2503,23 to 27 
C3124361,22/08/23,HYUNDAI,19,27,RYIADH,1929,23 to 27 
R3124362,26/01/23,HYUNDAI,19,27,RYIADH,3576,23 to 27 
D3124366,14/12/23,NISSAN,1,50,RYIADH,2207,45 to 59
F3124369,16/05/23,NISSAN,15,38,RYIADH,3374,34 to 44
H3124377,08/07/23,NISSAN,4,29,RYIADH,2860,28 to 33
B3124378,24/09/23,NISSAN,4,29,RYIADH,3076,28 to 33
C3124379,17/09/23,NISSAN,0,29,DAMMAM,1321,28 to 33
R3124380,18/08/23,NISSAN,0,29,DAMMAM,3709,28 to 33
D3124382,16/08/23,NISSAN,16,23,RYIADH,1952,23 to 27 
F3124383,14/09/23,NISSAN,16,23,RYIADH,2400,23 to 27 
H3124387,10/03/23,NISSAN,14,43,DAMMAM,1298,34 to 44
B3124388,03/06/23,NISSAN,20,43,RYIADH,3514,34 to 44
C3124389,18/07/23,NISSAN,13,43,RYIADH,2539,34 to 44
R3124392,08/11/23,NISSAN,15,33,DAMMAM,3218,28 to 33
D3124394,26/06/23,NISSAN,14,56,JEDDAH,1905,45 to 59
F3124395,06/08/23,NISSAN,14,56,JEDDAH,2444,45 to 59
H3124398,19/05/23,NISSAN,9,28,RYIADH,1752,28 to 33
B3124400,17/09/23,NISSAN,12,29,JEDDAH,2483,28 to 33
C3124401,16/01/23,NISSAN,12,29,JEDDAH,3042,28 to 33
R3124404,17/04/23,BMW,1,29,RYIADH,3976,28 to 33
D3124405,29/05/23,BMW,1,29,RYIADH,1972,28 to 33
F3124409,15/12/23,KIA,3,68,RYIADH,3363,60+ Aged
H3124410,03/10/23,KIA,3,68,RYIADH,2328,60+ Aged
B3124418,16/10/23,KIA,1,31,RYIADH,2414,28 to 33
C3124419,28/05/23,KIA,1,31,RYIADH,2116,28 to 33
R3124422,17/08/23,KIA,9,28,RYIADH,3223,28 to 33
D3124423,05/02/23,KIA,9,28,RYIADH,2602,28 to 33
F3124426,18/12/23,HYUNDAI,12,55,RYIADH,3548,45 to 59
H3124427,10/02/23,HYUNDAI,12,55,RYIADH,2441,45 to 59
B3124429,06/11/23,KIA,1,28,RYIADH,1280,28 to 33
C3124433,24/09/23,HYUNDAI,19,35,RYIADH,1285,34 to 44
R3124435,19/10/23,NISSAN,8,20,RYIADH,3423,18 to 22
D3124436,07/04/23,NISSAN,8,20,RYIADH,3097,18 to 22
F3124439,21/05/23,NISSAN,18,44,RYIADH,2393,34 to 44
H3124440,19/10/23,NISSAN,13,44,RYIADH,3821,34 to 44
B3124442,10/01/23,NISSAN,12,28,RYIADH,1712,28 to 33
C3124443,20/07/23,NISSAN,12,28,RYIADH,2650,28 to 33
R3124454,07/05/23,HYUNDAI,1,62,RYIADH,3599,60+ Aged
D3124456,01/06/23,NISSAN,10,37,RYIADH,1949,34 to 44
F3124457,23/12/23,NISSAN,10,37,RYIADH,3356,34 to 44
H3124459,10/01/23,NISSAN,18,44,RYIADH,3725,34 to 44
B3124460,04/08/23,NISSAN,13,44,RYIADH,3737,34 to 44
C3124462,08/04/23,NISSAN,14,28,RYIADH,3228,28 to 33
R3124463,25/04/23,NISSAN,14,28,RYIADH,1775,28 to 33
D3124465,18/08/23,NISSAN,13,38,DAMMAM,1867,34 to 44
F3124466,21/01/23,NISSAN,13,38,DAMMAM,3067,34 to 44
H3124468,22/05/23,NISSAN,10,26,RYIADH,3457,23 to 27 
B3124472,15/07/23,KIA,1,45,RYIADH,3621,45 to 59
C3124476,04/04/23,BMW,5,46,DAMMAM,2305,45 to 59
R3124477,03/01/23,BMW,5,46,DAMMAM,3766,45 to 59
D3124479,28/12/23,KIA,19,37,RYIADH,2611,34 to 44
F3124480,05/02/23,KIA,19,37,RYIADH,3230,34 to 44
H3124486,30/03/23,NISSAN,15,36,RYIADH,2632,34 to 44
B3124487,11/01/23,NISSAN,15,36,RYIADH,3719,34 to 44
C3125699,14/05/23,NISSAN,5,42,JEDDAH,2650,34 to 44
R3127563,20/06/23,TOYOTA,15,41,DAMMAM,1968,34 to 44
D3127626,14/07/23,NISSAN,6,41,RYIADH,3200,34 to 44
F3128225,24/02/23,NISSAN,11,39,RYIADH,3323,34 to 44
H3128226,15/08/23,NISSAN,11,39,RYIADH,3002,34 to 44
B3128227,08/11/23,NISSAN,11,39,RYIADH,1681,34 to 44
C3128228,11/09/23,NISSAN,11,39,RYIADH,1884,34 to 44
R3128454,16/08/23,BMW,12,27,RYIADH,3653,23 to 27 
D3128455,30/04/23,BMW,12,27,RYIADH,2567,23 to 27 
F3128456,04/05/23,BMW,12,27,RYIADH,2850,23 to 27 
H3128457,04/08/23,BMW,12,27,RYIADH,3589,23 to 27 
B3128634,15/10/23,TOYOTA,12,43,RYIADH,2643,34 to 44
C3128635,29/10/23,TOYOTA,12,43,RYIADH,3503,34 to 44
R3128970,09/11/23,BMW,2,35,RYIADH,3554,34 to 44
D3129090,01/08/23,BMW,8,69,DAMMAM,2638,60+ Aged
F3129791,10/03/23,NISSAN,2,34,RYIADH,3139,34 to 44
H3136037,03/09/23,BMW,16,39,DAMMAM,2979,34 to 44
B3136641,20/08/23,TOYOTA,12,46,JEDDAH,3222,45 to 59
C3136642,20/11/23,TOYOTA,12,46,JEDDAH,2560,45 to 59
R3139670,27/04/23,BMW,7,42,DAMMAM,2233,34 to 44
D3139809,29/01/23,BMW,5,42,RYIADH,2608,34 to 44
F3139958,31/01/23,TOYOTA,12,56,RYIADH,1912,45 to 59
H3140670,17/02/23,KIA,9,58,RYIADH,3329,45 to 59
B3140671,02/05/23,KIA,9,58,RYIADH,2778,45 to 59
C3141346,15/07/23,HYUNDAI,3,32,RYIADH,3686,28 to 33
R3144036,26/10/23,BMW,5,26,RYIADH,2163,23 to 27 
D3144117,15/10/23,NISSAN,8,57,RYIADH,1941,45 to 59
F3144118,21/01/23,NISSAN,8,57,RYIADH,3541,45 to 59
H3144119,06/09/23,NISSAN,8,57,RYIADH,2122,45 to 59
B3144121,16/02/23,NISSAN,11,67,RYIADH,3455,60+ Aged
C3144123,08/06/23,BMW,12,49,RYIADH,3679,45 to 59
R3144124,11/09/23,BMW,12,49,RYIADH,2322,45 to 59
D3144141,25/07/23,HYUNDAI,15,45,RYIADH,1972,45 to 59
F3144144,03/01/23,BMW,2,22,RYIADH,2823,18 to 22
H3144154,31/05/23,TOYOTA,9,56,RYIADH,2175,45 to 59
B3144156,03/07/23,NISSAN,14,40,RYIADH,3106,34 to 44
C3144157,23/12/23,NISSAN,14,40,RYIADH,2233,34 to 44
R3144160,18/01/23,NISSAN,13,48,DAMMAM,3595,45 to 59
D3144162,24/05/23,BMW,5,27,JEDDAH,3928,23 to 27 
F3144163,22/08/23,BMW,5,27,JEDDAH,3997,23 to 27 
H3144165,12/10/23,KIA,5,23,RYIADH,1748,23 to 27 
B3144180,09/11/23,NISSAN,5,44,RYIADH,2850,34 to 44
C3144185,29/01/23,HYUNDAI,1,42,RYIADH,2531,34 to 44
R3144186,20/02/23,HYUNDAI,1,42,RYIADH,2650,34 to 44
D3144189,07/07/23,NISSAN,14,22,JEDDAH,3185,18 to 22
F3144193,18/07/23,TOYOTA,3,22,RYIADH,2145,18 to 22
H3144197,05/09/23,TOYOTA,1,27,DAMMAM,2458,23 to 27 
B3144198,28/11/23,TOYOTA,1,27,DAMMAM,2518,23 to 27 
C3144199,26/04/23,TOYOTA,2,27,RYIADH,3474,23 to 27 
R3144200,18/12/23,TOYOTA,2,27,RYIADH,2084,23 to 27 
D3144202,09/10/23,NISSAN,1,36,RYIADH,2336,34 to 44
F3144205,04/01/23,NISSAN,13,38,RYIADH,3243,34 to 44
H3144207,09/09/23,NISSAN,7,53,RYIADH,3183,45 to 59
B3144209,04/01/23,NISSAN,14,39,RYIADH,3632,34 to 44
C3144210,27/11/23,NISSAN,14,39,RYIADH,2235,34 to 44
R3144212,07/12/23,NISSAN,19,31,RYIADH,3563,28 to 33
D3144215,29/07/23,NISSAN,4,45,RYIADH,2851,45 to 59
F3144216,28/02/23,NISSAN,4,45,RYIADH,2108,45 to 59
H3144219,11/11/23,NISSAN,14,36,RYIADH,3969,34 to 44
B3144222,04/03/23,NISSAN,9,59,RYIADH,3373,45 to 59
C3144224,19/06/23,NISSAN,8,26,RYIADH,3246,23 to 27 
R3144225,14/02/23,NISSAN,8,26,RYIADH,2466,23 to 27 
D3144227,30/06/23,BMW,5,48,RYIADH,3078,45 to 59
F3144229,22/12/23,BMW,17,21,RYIADH,2185,18 to 22
H3144231,29/09/23,HYUNDAI,9,57,DAMMAM,1843,45 to 59
B3144234,07/12/23,TOYOTA,7,28,RYIADH,3697,28 to 33
C3144235,25/01/23,TOYOTA,7,28,RYIADH,3734,28 to 33
R3144236,02/12/23,TOYOTA,1,28,RYIADH,3813,28 to 33
D3144238,16/05/23,HYUNDAI,1,41,RYIADH,2136,34 to 44
F3144239,19/08/23,HYUNDAI,1,41,RYIADH,3715,34 to 44
H3144241,15/04/23,NISSAN,20,63,RYIADH,2348,60+ Aged
B3144243,19/03/23,KIA,12,53,RYIADH,3599,45 to 59
C3144245,19/08/23,KIA,18,53,RYIADH,3080,45 to 59
R3144248,01/12/23,KIA,1,32,RYIADH,1753,28 to 33
D3144254,18/12/23,KIA,13,28,RYIADH,3788,28 to 33
F3144255,22/08/23,KIA,13,28,RYIADH,2643,28 to 33
H3144257,02/03/23,HYUNDAI,12,35,RYIADH,3346,34 to 44
B3144259,07/09/23,NISSAN,6,46,RYIADH,2652,45 to 59
C3144260,01/03/23,NISSAN,6,46,RYIADH,1829,45 to 59
R3144262,07/05/23,NISSAN,4,36,RYIADH,2615,34 to 44
D3144263,09/05/23,NISSAN,4,36,RYIADH,1790,34 to 44
F3144265,18/12/23,KIA,14,37,RYIADH,3072,34 to 44
H3144266,01/11/23,KIA,10,37,RYIADH,2873,34 to 44
B3144267,10/04/23,KIA,1,37,RYIADH,2156,34 to 44
C3144272,03/04/23,NISSAN,14,28,DAMMAM,3774,28 to 33
R3144274,31/08/23,HYUNDAI,17,31,RYIADH,3407,28 to 33
D3144276,23/01/23,NISSAN,13,21,RYIADH,2068,18 to 22
F3144278,29/06/23,NISSAN,5,53,RYIADH,2272,45 to 59
H3144280,08/08/23,KIA,7,57,RYIADH,2569,45 to 59
B3144281,29/09/23,KIA,7,57,RYIADH,2426,45 to 59
C3144286,10/01/23,NISSAN,14,52,RYIADH,2004,45 to 59
R3144288,21/03/23,BMW,15,32,RYIADH,3221,28 to 33
D3144290,09/12/23,HYUNDAI,15,26,RYIADH,3966,23 to 27 
F3144294,02/05/23,NISSAN,14,30,RYIADH,3628,28 to 33
H3144295,23/01/23,NISSAN,15,30,JEDDAH,1811,28 to 33
B3144297,09/07/23,NISSAN,6,21,RYIADH,1706,18 to 22
C3144298,08/01/23,NISSAN,6,21,RYIADH,2273,18 to 22
R3144300,05/06/23,KIA,4,37,RYIADH,1827,34 to 44
D3144302,10/02/23,NISSAN,20,57,RYIADH,3037,45 to 59
F3144304,16/11/23,NISSAN,12,47,RYIADH,1904,45 to 59
H3144306,20/07/23,NISSAN,3,26,RYIADH,2276,23 to 27 
B3144307,11/03/23,NISSAN,0,26,RYIADH,3281,23 to 27 
C3144308,24/08/23,NISSAN,0,26,RYIADH,1810,23 to 27 
R3144309,31/05/23,NISSAN,0,26,RYIADH,2555,23 to 27 
D3144321,04/12/23,NISSAN,10,36,RYIADH,2089,34 to 44
F3144323,09/06/23,NISSAN,3,36,RYIADH,2270,34 to 44
H3144324,09/12/23,NISSAN,3,36,RYIADH,3952,34 to 44
B3144326,11/04/23,BMW,16,22,DAMMAM,3007,18 to 22
C3144328,21/07/23,NISSAN,2,31,RYIADH,3414,28 to 33
R3144329,22/01/23,NISSAN,0,31,DAMMAM,2545,28 to 33
D3144331,19/02/23,NISSAN,7,44,RYIADH,2025,34 to 44
F3144333,11/04/23,TOYOTA,1,55,RYIADH,2347,45 to 59
H3144334,18/08/23,TOYOTA,1,55,RYIADH,3703,45 to 59
B3144336,12/05/23,NISSAN,10,23,RYIADH,2285,23 to 27 
C3144337,27/06/23,NISSAN,10,23,RYIADH,3935,23 to 27 
R3144342,19/06/23,NISSAN,14,29,RYIADH,3220,28 to 33
D3144343,05/01/23,TOYOTA,15,28,RYIADH,2315,28 to 33
F3144344,24/04/23,NISSAN,1,21,RYIADH,2344,18 to 22
H3144345,06/05/23,NISSAN,4,36,JEDDAH,3931,34 to 44
B3144346,07/04/23,NISSAN,13,36,RYIADH,2384,34 to 44
C3144347,25/09/23,HYUNDAI,9,31,RYIADH,2455,28 to 33
R3144348,30/09/23,BMW,15,37,RYIADH,3888,34 to 44
D3144349,12/05/23,NISSAN,7,28,RYIADH,3026,28 to 33
F3144350,25/02/23,BMW,2,33,RYIADH,1979,28 to 33
H3144351,08/09/23,BMW,2,33,RYIADH,3697,28 to 33
B3144352,29/12/23,BMW,2,33,RYIADH,3973,28 to 33
C3144355,05/03/23,NISSAN,13,29,DAMMAM,2788,28 to 33
R3144356,09/10/23,NISSAN,11,44,RYIADH,2599,34 to 44
D3144357,20/11/23,NISSAN,0,36,RYIADH,1709,34 to 44
F3144358,11/10/23,NISSAN,0,36,RYIADH,3950,34 to 44
H3144359,20/07/23,NISSAN,8,60,RYIADH,3964,60+ Aged
B3144360,25/03/23,TOYOTA,17,44,RYIADH,3818,34 to 44
C3144363,05/11/23,HYUNDAI,2,39,RYIADH,2473,34 to 44
R3144364,18/04/23,KIA,12,54,RYIADH,1338,45 to 59
D3144365,26/11/23,KIA,12,54,RYIADH,2392,45 to 59
F3144366,24/09/23,BMW,11,31,RYIADH,2111,28 to 33
H3144367,31/01/23,HYUNDAI,1,63,RYIADH,1769,60+ Aged
B3144372,13/06/23,KIA,8,44,RYIADH,1991,34 to 44
C3144373,02/11/23,NISSAN,12,29,RYIADH,1752,28 to 33
R3144374,24/06/23,NISSAN,8,34,RYIADH,4510,34 to 44
D3144375,08/08/23,NISSAN,6,22,RYIADH,4879,18 to 22
F3144376,20/01/23,NISSAN,6,23,RYIADH,2892,23 to 27 
H3144377,03/11/23,NISSAN,15,22,RYIADH,2491,18 to 22
B3144378,19/08/23,NISSAN,15,22,RYIADH,1337,18 to 22
C3144379,19/10/23,NISSAN,4,29,RYIADH,3943,28 to 33
R3144381,24/07/23,TOYOTA,15,43,RYIADH,3768,34 to 44
D3144382,05/10/23,NISSAN,12,24,RYIADH,1335,23 to 27 
F3144383,17/05/23,NISSAN,13,24,RYIADH,2956,23 to 27 
H3144384,26/03/23,NISSAN,12,24,RYIADH,4424,23 to 27 
B3144385,01/01/23,NISSAN,8,27,DAMMAM,3607,23 to 27 
C3144386,16/12/23,HYUNDAI,10,55,RYIADH,2506,45 to 59
R3144387,15/06/23,NISSAN,10,27,DAMMAM,4464,23 to 27 
D3144388,13/09/23,NISSAN,10,27,DAMMAM,3629,23 to 27 
F3144389,25/02/23,NISSAN,10,27,DAMMAM,2108,23 to 27 
H3144390,09/12/23,NISSAN,5,67,JEDDAH,3578,60+ Aged
B3144391,17/12/23,KIA,11,35,RYIADH,2189,34 to 44
C3144392,24/03/23,KIA,16,23,RYIADH,1203,23 to 27 
R3144393,27/06/23,NISSAN,14,45,RYIADH,1699,45 to 59
D3144394,29/04/23,TOYOTA,5,38,RYIADH,1764,34 to 44
F3144395,21/04/23,TOYOTA,0,47,RYIADH,3101,45 to 59
H3144396,19/03/23,TOYOTA,0,47,RYIADH,1613,45 to 59
B3144397,18/08/23,TOYOTA,0,47,RYIADH,3560,45 to 59
C3144398,24/11/23,NISSAN,9,26,DAMMAM,1252,23 to 27 
R3144400,05/11/23,NISSAN,2,40,RYIADH,2327,34 to 44
D3144401,10/03/23,BMW,3,46,RYIADH,4441,45 to 59
F3144402,14/04/23,BMW,3,46,RYIADH,4091,45 to 59
H3144403,20/02/23,NISSAN,16,45,RYIADH,2253,45 to 59
B3144406,17/06/23,NISSAN,8,44,RYIADH,1059,34 to 44
C3144407,15/01/23,NISSAN,8,44,RYIADH,1888,34 to 44
R3144408,26/07/23,NISSAN,8,44,RYIADH,3637,34 to 44
D3144409,10/07/23,NISSAN,13,36,RYIADH,1013,34 to 44
F3144410,02/05/23,NISSAN,9,38,RYIADH,4127,34 to 44
H3144411,18/04/23,NISSAN,14,38,RYIADH,2765,34 to 44
B3144412,03/07/23,NISSAN,14,38,RYIADH,1511,34 to 44
C3144413,02/10/23,NISSAN,14,38,RYIADH,2510,34 to 44
R3144414,25/07/23,BMW,9,32,RYIADH,2224,28 to 33
D3144415,22/02/23,HYUNDAI,16,55,RYIADH,1939,45 to 59
F3144416,24/09/23,KIA,2,45,RYIADH,3856,45 to 59
H3144417,28/06/23,KIA,2,45,RYIADH,1314,45 to 59
B3144418,26/12/23,KIA,2,45,RYIADH,4879,45 to 59
C3144419,11/08/23,KIA,3,45,RYIADH,3617,45 to 59
R3144420,21/08/23,KIA,0,45,DAMMAM,4186,45 to 59
D3144421,31/05/23,HYUNDAI,9,33,RYIADH,2637,28 to 33
F3144422,08/01/23,HYUNDAI,9,33,RYIADH,1084,28 to 33
H3144423,20/12/23,NISSAN,9,56,RYIADH,1501,45 to 59
B3145450,27/07/23,KIA,1,67,RYIADH,3768,60+ Aged
C3146071,04/06/23,TOYOTA,2,37,RYIADH,1209,34 to 44
R3146168,09/01/23,BMW,7,67,RYIADH,1656,60+ Aged
D3146169,25/07/23,BMW,7,67,RYIADH,2290,60+ Aged
F3146924,13/04/23,HYUNDAI,4,42,RYIADH,3678,34 to 44
H3146929,27/01/23,HYUNDAI,4,27,DAMMAM,2036,23 to 27 
B3146931,14/12/23,HYUNDAI,3,42,RYIADH,4603,34 to 44
C3147033,09/12/23,KIA,12,56,RYIADH,1206,45 to 59
R3147062,09/10/23,BMW,11,43,RYIADH,2309,34 to 44
D3147190,28/12/23,BMW,3,51,JEDDAH,2594,45 to 59
F3150422,21/09/23,BMW,2,19,RYIADH,3674,18 to 22
H3150423,20/07/23,BMW,2,19,RYIADH,4599,18 to 22
B3150424,24/06/23,BMW,2,19,RYIADH,8000,18 to 22
C3152594,23/04/23,BMW,14,29,RYIADH,1643,28 to 33
R3154373,04/06/23,BMW,9,37,RYIADH,3115,34 to 44
D3156886,19/09/23,KIA,2,34,RYIADH,3622,34 to 44
F3160189,22/08/23,BMW,16,40,RYIADH,3232,34 to 44
H3160342,22/07/23,KIA,2,44,DAMMAM,4611,34 to 44
B3160343,20/03/23,KIA,5,44,RYIADH,4466,34 to 44
C3161293,08/05/23,HYUNDAI,12,43,RYIADH,2263,34 to 44
R3161295,20/05/23,HYUNDAI,1,43,RYIADH,3029,34 to 44
D3161450,21/12/23,KIA,11,34,RYIADH,1613,34 to 44
F3161757,12/11/23,HYUNDAI,11,24,RYIADH,4036,23 to 27 
H3161758,04/11/23,HYUNDAI,11,24,RYIADH,1734,23 to 27 
B3161759,05/11/23,HYUNDAI,11,24,RYIADH,3127,23 to 27 
C3163129,16/04/23,BMW,16,29,RYIADH,2314,28 to 33
R3163130,21/03/23,BMW,13,29,RYIADH,4939,28 to 33
D3163604,30/03/23,KIA,0,43,RYIADH,4757,34 to 44
F3163623,06/07/23,KIA,1,34,JEDDAH,1956,34 to 44
H3163624,11/03/23,KIA,1,34,JEDDAH,2946,34 to 44
B3163776,07/02/23,HYUNDAI,2,32,JEDDAH,1617,28 to 33
C3164989,05/05/23,TOYOTA,0,51,JEDDAH,3338,45 to 59
R3164990,06/07/23,TOYOTA,0,51,JEDDAH,4323,45 to 59
D3165062,17/11/23,KIA,4,56,JEDDAH,3054,45 to 59
F3165204,25/05/23,KIA,2,62,RYIADH,2373,60+ Aged
H3165243,06/11/23,KIA,10,28,RYIADH,4100,28 to 33
B3165249,25/08/23,KIA,4,37,DAMMAM,4183,34 to 44
C3165352,10/06/23,KIA,15,23,RYIADH,3987,23 to 27 
R3165353,20/01/23,KIA,17,23,RYIADH,2749,23 to 27 
D3165404,26/05/23,TOYOTA,15,44,RYIADH,2708,34 to 44
F3165450,19/07/23,KIA,9,30,RYIADH,4178,28 to 33
H3167199,08/05/23,HYUNDAI,14,45,RYIADH,2200,45 to 59
B3167200,16/01/23,TOYOTA,4,26,RYIADH,1769,23 to 27 
C3167201,24/02/23,TOYOTA,0,26,RYIADH,1033,23 to 27 
R3167202,17/07/23,NISSAN,5,44,RYIADH,2544,34 to 44
D3167203,07/05/23,HYUNDAI,0,37,RYIADH,2309,34 to 44
F3167204,19/11/23,HYUNDAI,0,37,RYIADH,3168,34 to 44
H3167205,16/02/23,NISSAN,16,25,RYIADH,1380,23 to 27 
B3167206,19/11/23,NISSAN,7,23,RYIADH,4393,23 to 27 
C3167207,25/09/23,KIA,7,57,RYIADH,3654,45 to 59
R3167208,24/10/23,HYUNDAI,16,21,RYIADH,4385,18 to 22
D3167209,17/05/23,HYUNDAI,13,21,RYIADH,3362,18 to 22
F3167212,06/01/23,NISSAN,8,59,RYIADH,2214,45 to 59
H3167213,07/01/23,NISSAN,8,25,RYIADH,3173,23 to 27 
B3167215,21/09/23,NISSAN,6,35,RYIADH,3031,34 to 44
C3167216,08/07/23,NISSAN,6,35,RYIADH,2928,34 to 44
R3167217,14/09/23,NISSAN,7,32,DAMMAM,1127,28 to 33
